data;usuario;nome;tweet;reply_user_id;reply_to_screen_name
2020-10-08 23:53:10;1487514031;MendesOnca;PIX do Banco Central: 12 DÚVIDAS COMUNS RESPONDIDAS! O fim das TEDs, DOC... https://t.co/ccMI9avqEP via @YouTube;;
2020-10-08 23:52:07;890415306266562560;Helsonbrazil;"@CiascaSonia @BancoCentralBR Dificilmente criminosos usarão o Pix, na verdade é um sistema centralizado onde o banco central terá acesso instantâneo sobre movimentações financeiras de quem manda e recebe o dinheiro.
No caso do TED e DOC os bancos é que informam as movimentações acima de R$ 10 mil.";1077915453425635328;CiascaSonia
2020-10-08 23:50:33;905177388;luhwho;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:49:35;978674486160523265;SrtSimplici0;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:49:22;29051812;andreyrafael;RT @infomoney: Presidente do Banco Central vê o real digital já em circulação em 2022. https://t.co/CFBVHXC4VD;;
2020-10-08 23:48:46;702239356304625665;milanossauro;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:48:18;2598370890;baddieshie;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:48:03;719980709943906304;ArthsM3;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:46:33;1103608482912223232;Bombeiroinvest;"RT @valorinveste: Lançamentos de imóveis da Even sobem 124% no 3º trimestre, para R$ 622 milhões
https://t.co/t6xnGYvIzR";;
2020-10-08 23:46:29;835509845482696706;jadeamrl;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:46:11;1126179949336043520;GuilhermeDrum18;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 23:44:07;2165619605;confuzadora;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:43:56;1274521267991908353;Lunggi;"O daora do real digital é que o banco central pode mandar o cheat de dinheiro infinto e todo brasileiro vai andar de Ferrari 
Vai ser top https://t.co/3fxLIabCTc";;
2020-10-08 23:43:22;737765831887704064;schuabbg;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:42:33;1089911936374972421;baraunacrvg;@stuartkk @maiconkusterk Será que eu consigo comprar uma Casa andando até a imobiliária só pela Bolsa de Valores;1114576068541931526;stuartkk
2020-10-08 23:42:09;737765831887704064;schuabbg;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 23:41:51;1134317331230973952;LealKecia;@Diego1Amorim Já respondeu sim, faz muito tempo , vc é um “desinformador”, Sabe de td e fica aí na fake news requentados! os 89 mil estavam na cueca? Debaixo da cama em espécie? Nã né sei ridículo! Se foi depositado foi informado ao banco central!!!as eu sei q no seu lado ser decente é errado!;350440122;Diego1Amorim
2020-10-08 23:41:23;758453046397501440;kevzinn;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:41:06;1268687190315458563;realhotnerd;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 23:41:02;893196815654408192;ervavenenosax;"@liss_cardosoo Vei nem eu 
Só sei que é um novo meio de pagamento instantâneo criado pelo banco central aí tu pode fazer todas as operações por esse aplicativo
Mas tem que colocar TODOS os teus dados bancários aí já tá rolando um monte de fraude";1249234507338833921;liss_cardosoo
2020-10-08 23:40:45;958368354343022592;jamillyVEVO;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:40:45;1268687190315458563;realhotnerd;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:40:24;39825213;fscherers;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:39:40;1143898731894509571;FelipeFelix012;"educação é tudo! 

mas passar conteúdo que não vamos usar nunca mais na vida pode ser trocado por uma educação financeira nas escolas.

pelo menos ensinar o que são juros. não precisa ensinar sobre a bolsa de valores, mas ao menos ensinar a cuidar do próprio dinheiro.";;
2020-10-08 23:39:25;2435720202;CacoBrasil2;RT @XHportugues: #Economia brasileira perdeu US$ 3,482 bilhões em setembro, afirma Banco Central https://t.co/x4F9sIoPPP https://t.co/720i6…;;
2020-10-08 23:39:20;1248350691715940360;AntnioCorra14;"RT @arlisson_pm: Invista nas suas #acões como se estivesse cuidando do seu Bonsai:

🍀Cultive sempre 
🍀Vá com calma
🍀Tenha paciência
🍀Adube…";;
2020-10-08 23:38:58;393582231;alerodrigues95_;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:38:39;1250890815053930497;Gelson022;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:38:12;1132721377113456645;liaadias2;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:38:00;1263641331341176834;ultravayolence;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:37:10;200232446;Reicfb;@nonoinvestidor Somente 2 homens  são capazes de derrubar a bolsa de valores de todo mundo...;625192155;nonoinvestidor
2020-10-08 23:36:04;835849072808448000;i9treinamentosb;Anunciada no fim de agosto pelo Banco Central (BC), a proibição de cobrança de tarifas de pessoas físicas na utilização do Pix foi oficializada com a publicação de uma resolução no Diário Oficial da União de hoje (2). https://t.co/aHSmznluJP;;
2020-10-08 23:35:12;520557225;hwrondales;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:34:26;225544022;umadands;Aí gente se cadastrem no PIX e parem de ser paranóicos. Quando o banco cobra vocês reclamam, quando o Banco Central resolve um meio de tirar a cobrança, vocês reclamam. Esse tipo de transação existe no Exterior a Anos e ninguém lá morreu por se cadastrar;;
2020-10-08 23:33:09;24093390;adrianobaptista;"""O Conselho Administrativo de Defesa Econômica (Cade) firmou, nesta quarta-feira, acordo com o Bradesco em investigação de supostas práticas anticompetitivas contra a fintech GuiaBolso. O Tribunal homologou Termo de Compromisso de…https://t.co/4LpexudgFm https://t.co/EPqQNMGtqi";;
2020-10-08 23:32:50;3342132550;ihateicedcoffee;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:32:16;2234689333;Lunnrc;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:30:17;1232257363169640449;CLUDIOR19906293;COMEÇARAM OS NEGÓCIOS, AGORA PRECISAMOS SABER QUANTO FOI A RENTABILIDADE DESTA DECISÃO E QUANTO FOI GENEROSAMENTE DOADO NA CONTA BANCÁRIA DESTE LADRÃO DE TOGA. https://t.co/0pI82G2bM6;;
2020-10-08 23:28:14;189958731;bernardogaabi;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:25:52;1134830327938080768;alanmkmm;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 23:25:23;47094293;mendlowicz;"RT @valorinveste: Lançamentos de imóveis da Even sobem 124% no 3º trimestre, para R$ 622 milhões
https://t.co/t6xnGYvIzR";;
2020-10-08 23:24:44;2600070061;tavitxx;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:22:52;63536289;claycon_;@fscherers @metz_augusto É um pagamento tipo PicPay do Banco Central usando CPF, e-mail ou número de telefone.;63536289;claycon_
2020-10-08 23:22:46;351400157;robstenmaniacas;RT @robstenmaniacas: carlisle cullen contando e organizando o dinheiro da família depois da alice acertar mais uma vez a previsão sobre a b…;;
2020-10-08 23:22:34;741779297325752320;_darlao;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:21:52;78459770;kotaroh_h;Como uma peça quebrada derrubou mercado de ações de US$ 6 trilhões https://t.co/FdNa3o88LI via @tilt_uol @UOL;;
2020-10-08 23:21:39;941342715186503680;thicico;@funcia_marcio Novo meio de transferencias bancárias, via Banco Central.;1217129639279235073;funcia_marcio
2020-10-08 23:21:24;1113533606247436289;valorinveste;"Lançamentos de imóveis da Even sobem 124% no 3º trimestre, para R$ 622 milhões
https://t.co/t6xnGYvIzR";;
2020-10-08 23:21:14;63536289;claycon_;"@fscherers @metz_augusto A ideia é substituir
doc e ted e ser disponível 24/7 e sem custo. É uma baita sacada do Banco Central. O que os bancos ganham é que as chaves são tipo número de celular, cadastrou em um banco tem que pedir portabilidade pra mudar pra outro, aí incentiva a ficar e usar o banco.";39825213;fscherers
2020-10-08 23:21:12;118114019;Lsantos_br;"@RaphaFigueredo MEAL3 nem com o ibov subindo 2% isso sobe.

Amanhã cai mais 1,5% kkkk";68666308;RaphaFigueredo
2020-10-08 23:20:04;1031304164624814081;jasminerafaelaa;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:20:00;2939965486;Jonatas_JJ48;"RT @isabelablima: Maiores altas IBOV hoje:

#IRBR3 +20,19%
#SANB11 +8,11%
#ITUB4 +6,04%
#BBDC3 +5,67%
#RENT3 +5,40%
#BBDC4 +5,14%";;
2020-10-08 23:18:38;782340835610337280;_jaomiguel_;qualquer coisa relacionada a bolsa de valores eu automaticamente fico🤢;;
2020-10-08 23:17:54;1088557740681768960;oliveiraju49;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:17:52;2778497795;cleiceDasan;"&gt;&gt;PRIMEIRO&lt;&lt;
 Pix não é um app, é um metodo de pagamento  lançado pelo banco central e é disponibilizado pelos bancos,fintech ...etc para facilitar sua vida.";2778497795;cleiceDasan
2020-10-08 23:17:27;2939965486;Jonatas_JJ48;RT @ElevatorLeblon: Não tô acreditando que não vou beber hoje por conta da garganta, meus papéis dando uma andada e eu não vou beber pra co…;;
2020-10-08 23:16:56;1104541901779283968;thzvxsco;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:16:52;2287474326;thijusto;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:16:34;1031563723419332608;verba_volans;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:16:11;1260998936;helozinhawn;foi só eu reclamar no banco central que o banco do Brasil não só vai resolver meu problema como me LIGOU pedindo pra eu ir lá amanhã;;
2020-10-08 23:16:07;794995039457918977;rod_ferrao;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:16:01;1230180097270874118;silva_erlandes;@AlfredoMenezes6 Tem sacanagem de todo lado, era assinante do Vicente Guimarães, na venda de um curso de seguro de opções ele postou uma rentabilidade como marketing que gerou desconfiança de muitos e quem indagou foi expulso. Quem tem conhecimento gera desconforto.;1037451883424698369;AlfredoMenezes6
2020-10-08 23:15:37;73751077;pardoTRADER;🇧🇷 Veja como foi o fechamento do #IBOV $IBOV hoje https://t.co/zbstmMvcw9;;
2020-10-08 23:15:29;219772992;rsantanna14;"No jogo do bicho ""vale o que está escrito"".  Na bolsa de valores só tem golpista 171 kkkkkkkkkkkk https://t.co/XvUD7d5wOZ";;
2020-10-08 23:14:48;1108523964085739521;elisa_schulzcm;tava pensando, no mesmo ano que o Banco Central cria a nota de 200, ele cria o PIX 🤔;;
2020-10-08 23:14:27;1143897801987936258;Dan_ibov;@ItaloPetraglia Rico não paga imposto! Pronto falei!;197856312;ItaloPetraglia
2020-10-08 23:13:57;23356341;rmccamargo;@Reinald71406756 @SILMARATAVEIRA Por enquanto, Banco Central, Procon e Reclame Aqui.;1147198040303906817;Reinald71406756
2020-10-08 23:13:35;849683378483998720;Farolinsensatos;@Helenar09402535 @Criss_crica @Hermes02708796 E acrescento. Os atos praticados no governo Dilma, devido a Petrobrás ter entrado na bolsa de valores de lá, é que originaram as multas. Lá fora, com a compra da refinaria de Pasadena, e ações no mercado Americano, se sujeitou as leis americanas. Independente da lava-jato.;1156715005590548480;Helenar09402535
2020-10-08 23:12:23;794246798332362753;cowaiibutters;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:12:15;63497789;joaolukascc;"RT @isabelablima: Maiores altas IBOV hoje:

#IRBR3 +20,19%
#SANB11 +8,11%
#ITUB4 +6,04%
#BBDC3 +5,67%
#RENT3 +5,40%
#BBDC4 +5,14%";;
2020-10-08 23:12:03;1147718777380966400;tired_nina;RT @robstenmaniacas: carlisle cullen contando e organizando o dinheiro da família depois da alice acertar mais uma vez a previsão sobre a b…;;
2020-10-08 23:11:58;1107142942345609216;hugo_quimica9;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:10:35;84957010;fifililipe;@alalalaice É do banco central, eles podem te roubar de outras formas se n for pelo pix kaksjsnsbs;1016428017281916928;alalalaice
2020-10-08 23:10:18;96429938;carolcalmdown;@ahhjesca É um novo meio de pagamento instantâneo criado pelo Banco Central, que vai ser uma nova opção ao lado de TED, DOC e cartões para PF e PJ fazerem transferências, realizarem ou receberem pagamentos em menos de 10 segundos, usando apenas aplicativos de celular, sem custo.;1296536051478126595;ahhjesca
2020-10-08 23:09:49;950171859391217665;an_clraa;"os bancos n tão alegres assim n, acontece q o PIX é uma criação do banco central e eles tem q acatar, cliente vai ter q escolher um banco (muitas pessoas tem contas em mais de um banco) p ter o PIX então tao na corrida p ver quem ""ganha"" 

pix é uma ferramenta de modernização gnt https://t.co/sJrI8MFbFK";;
2020-10-08 23:09:44;1077915453425635328;CiascaSonia;"AMIGOS, SE EU ESTIVER EXAGERANDO, ME PERDOEM. MAS ATÉ AGORA, NÃO ME CONVENCI DE QUE ESSE PIX, É UMA BOA ALTERNATIVA PARA SER UTILIZADA! O BANCO CENTRAL TEM QUE EXPLICAR, QUAIS SÃO AS GARANTIAS, DESSE TROÇO!
@BancoCentralBR https://t.co/zqiCw4gP3P";;
2020-10-08 23:09:03;849683378483998720;Farolinsensatos;@Helenar09402535 @Criss_crica @Hermes02708796 Eu sei disso. Estou por dentro das multas. Por manipulação de preços pois no governo do PT entrou na bolsa de valores dos EUA, e levou multas devido a isso;1156715005590548480;Helenar09402535
2020-10-08 23:07:50;900433613417836544;nitaragem;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:07:05;2858421091;lhotuss;"RT @GabrielMoCos: @Ideias_Radicais Para ser justo, engloba liberais e libertários. 
No entanto, o nome mais forte do grupo (Milei) depende…";;
2020-10-08 23:06:59;1195556290476552192;IgleziasJoao;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 23:05:29;719151330468761601;Robson1422;@falanext estou desdas 14:40 tentando falar no chat e ninguém atende banco digital com um péssimo atendimento já abri reclamação no banco central!!!;760839586624962561;falanext
2020-10-08 23:05:17;988128961648648193;fernandomurcia_;"14. Beta: como disse não vou tratar das várias críticas neste post.

Diversos sites divulgam o Beta das empresas. 

Regra empírica: fazer uma regressão dos retornos do papel com o Mercado (geralmente IBOV) durante uma janela.  

O beta é o coeficiente angular da regressão";988128961648648193;fernandomurcia_
2020-10-08 23:05:16;988128961648648193;fernandomurcia_;"12 . Na nossa amada patria é bem complicado utilizar dados pré-plano real - haja vista a inflação que existia anteriormente.

Acontece que pós plano real, o CDI bate o IBOV . Logo, calculando desta forma o prêmio de mercado seria negativo no Brasil - que não faria nenhum sentido";988128961648648193;fernandomurcia_
2020-10-08 23:05:16;988128961648648193;fernandomurcia_;"11. Prêmio de mercado: esse seria o prêmio demandado por um investidor para investir em renda variável ""comprar bolsa"". 

Na teoria Fácil né? Afinal bastaria calcular o spread IBOVESPA - CDI durante um janela certo? 

Mas estamos no Brasil e não na Suíça. rsrs";988128961648648193;fernandomurcia_
2020-10-08 23:05:15;1672030340;jacyels;@KDFE4ever Mais dados no Banco Central;3330483069;KDFE4ever
2020-10-08 23:05:14;988128961648648193;fernandomurcia_;"7. CAPM diz basicamente que o custo do capital próprio é função de: (i) uma taxa livre de risco (Rf), (ii) um prêmio de mercado por ele ser renda variável (Rm - Rf)) e (iii) o risco da empresa (beta).

Formula:

CAPM (ke) = Rf + Beta *(Rm -Rf)

Vamos a cada uma dessas ""proxies"".";988128961648648193;fernandomurcia_
2020-10-08 23:03:18;172908210;heroiniex;RT @robstenmaniacas: carlisle cullen contando e organizando o dinheiro da família depois da alice acertar mais uma vez a previsão sobre a b…;;
2020-10-08 23:03:12;251866851;tatianagirola;RT @deesalcris: @telmachristiane É não minha gente, é porque de fato vai revolucionar o mercado e vai dar menos trabalho pra eles, em vez d…;;
2020-10-08 23:02:57;3053792965;KaahSayumi;RT @deesalcris: @telmachristiane É não minha gente, é porque de fato vai revolucionar o mercado e vai dar menos trabalho pra eles, em vez d…;;
2020-10-08 23:02:43;1301351282050031616;lxbelledejour;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:02:33;1011972697801347072;gui_matesco;comecei a investir na bolsa de valores agr a falência vem c força;;
2020-10-08 23:02:08;1221988630518026240;sccpjuaao_;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:01:15;1200469025618321409;aecrarlos;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:00:26;35331084;lylilua;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 23:00:14;93608426;senhormercado;"Sabia que viver da bolsa de valores pode ser uma m*rda? Pois é...

Descubra aqui o lado ruim de realizar esse sonho popular de tantos traders por aí...

https://t.co/GdczRPTykS https://t.co/Hdpax6ZWuh";;
2020-10-08 22:59:49;933428869285150721;MarciaStipp;"Saiba o que é e como vai funcionar o Pix do Banco Central; https://t.co/rhnG2VOOeR";;
2020-10-08 22:59:43;706524635601489921;letixys;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:59:21;1250569822007701506;DaLeiliani;RT @lindo52300472: se a esquerdalha chama o bolsonaro de autoritarista entao peço que os esquerdopatas me expliquem porque o bolsonaro torc…;;
2020-10-08 22:58:33;1266048666521022469;lindo52300472;se a esquerdalha chama o bolsonaro de autoritarista entao peço que os esquerdopatas me expliquem porque o bolsonaro torce pro banco central se tornar independente????;;
2020-10-08 22:57:23;2428775727;andre_bcn;@barbaradadepre Assalto ao banco central, tropa de elite, cidade de Deus...;1021258149410549762;barbaradadepre
2020-10-08 22:55:52;68168490;profvalentimbr;RT @ricardoborgesma: Bolsonaro transferiu o Coaf ao Banco Central. O órgão antes tinha autonomia e independência - tanto é que foi responsá…;;
2020-10-08 22:55:47;1240024039;dbaggio_;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:53:33;56688640;joygabriela;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 22:53:25;2872821802;Onbitch1;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:52:03;1310609554208690182;catyoshi3;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:51:49;1167856449994862592;nyljoy_;RT @robstenmaniacas: carlisle cullen contando e organizando o dinheiro da família depois da alice acertar mais uma vez a previsão sobre a b…;;
2020-10-08 22:49:39;1244860834507038720;sonyroo;"@medudae_ é um metodo de pagamento universal
antes usava o TED ou DOC pra pagar entre bancos diferentes, mas tinha uma taxa
Agora, o pix, que é do banco central, ele faz a conexão entre todos os bancos/fintech e voce recebe na hora. grátis.";977321174698020865;medudae_
2020-10-08 22:49:14;746117783163920384;mfeitosa_;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 22:49:09;3234122200;dodo_california;"O cara do banco central falou que vai ler minha dissertação com MUITO CARINHO.

Eu nem sei como responder isso";;
2020-10-08 22:49:04;934358089360388096;tainaz3ra;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:49:03;724275073;sofialored;bolsa de valores é apenas o horóscopo dos homens heteros;;
2020-10-08 22:48:52;147316503;lemariasv;"RT @falaaiFelipe: @GalugKawaii jogo do bicho:
- ensina a fauna pras criança
- é honesto
- todo bar decente tem um POSTO do referido jogo

b…";;
2020-10-08 22:48:01;1313594840542830594;Sue3RN;RT @Sue3RN: Tensão pós Reset, acho que na Suíça Comunistas demôniada globalista vão se reunir para tramar como roubar a Amazônia é fazer go…;;
2020-10-08 22:47:57;983691004556521472;sequizeressaber;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:47:29;1026771420;Unstopbell;"Jogo do bixo : da pra escolher varios bixos brabos 👌😎🔥

Bolsa de valores : escolhe varias empresas q tao matando o mundo😑🤢🤮 https://t.co/5pEDeURkl9";;
2020-10-08 22:47:15;1313594840542830594;Sue3RN;"Tensão pós Reset, acho que na Suíça Comunistas demôniada globalista vão se reunir para tramar como roubar a Amazônia é fazer golpe das moedas sem lastro Ouro.
Tem lavar dinheiro tráfico com reset não tem vez porque Banco Central que vai fiscalizar não...
https://t.co/Y2W6a8NdTw";;
2020-10-08 22:46:48;921422940109004800;f_weesley;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:46:23;33652102;ClaudioPReis;A avaliação deste gráfico do Ibov em dólar, amplia a visão para quem pensa em longo prazo! https://t.co/aWNHQ27VuS;;
2020-10-08 22:45:50;109021397;Janguie_Diniz;Nesta semana, um dos assuntos mais comentados foi o Pix, novo recurso de transações financeiras lançado pelo Banco Central. Separei algumas informações sobre o sistema pra você conhecer melhor e, se achar interessante, já se cadastrar no aplicativo do seu banco. https://t.co/Ri6mpxBKWl;;
2020-10-08 22:44:52;64266723;mcamaro;@antoniochalu Este perfil é entretenimento e ibov kakakaka;70725381;antoniochalu
2020-10-08 22:44:48;500835667;michaellydantas;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:44:20;1472188111;wtfdonjuan;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:43:27;27047621;renataventura;@suelendias Com o marido trabalhando em sistemas de implantação pix, segundo ele, os bancos na verdade vão perder pq vão deixar de fazer TEDs. Foi uma determinação do banco central.;24948468;suelendias
2020-10-08 22:42:42;791817731779727360;srgutemberry;@littledroops guardar dinheiro de um roubos o banco central, só se for pqp;727816110;littledroops
2020-10-08 22:41:57;974460673420877824;GabrielMoCos;"@Ideias_Radicais Para ser justo, engloba liberais e libertários. 
No entanto, o nome mais forte do grupo (Milei) depende a extinção do banco central e se considera um ""anarcocapitalista filosoficamente"".
Já é animador.";33262157;Ideias_Radicais
2020-10-08 22:41:45;2460262273;imdeadinsidebr0;n posso investir na bolsa de valores na esquina de casa https://t.co/dliTeNIMaY;;
2020-10-08 22:41:21;378319634;Putsgrila_nat;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:40:44;1439342190;kyusbaby;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:40:37;1245094122215653378;farialimapvc;@twtinvest @nonoinvestidor Inclusive, nesse ano de 2020 o Fogão tá 100! Em todas(!) as impressionantes 2 vitórias do Botafogo no campeonato, o IBov do dia seguinte foi positivo! 👏🏻;1093929745669152768;twtinvest
2020-10-08 22:40:13;27053313;rnietom;"RT @IPCapitalPart: Saiba tudo sobre o IP-Participações, nosso fundo de ações que acumula uma rentabilidade de 19.618%!
https://t.co/qDJ8JtX…";;
2020-10-08 22:39:15;1914965642;rwbertdjr;RT @robstenmaniacas: carlisle cullen contando e organizando o dinheiro da família depois da alice acertar mais uma vez a previsão sobre a b…;;
2020-10-08 22:39:02;1312927970659622912;viniciuspilare;"Será que essa subida se mantém até semana que vem e a Ibov volta pros 100k? Veremos em cenas dos próximos capítulos...

Mas, como diria @PabloSpyer:

VAI TOURINHO!

Vai meu filho, vai que tá difícil pra nós.";;
2020-10-08 22:38:03;311660446;myfriendtati;RT @GalugKawaii: Qual a diferença entre jogo do bicho e bolsa de valores?;;
2020-10-08 22:37:15;140565871;jovinosumicity;RT @infomoney: Presidente do Banco Central vê o real digital já em circulação em 2022. https://t.co/CFBVHXC4VD;;
